name,industry,sector,headquarters,founded
thorco shipping,industrials,marine transportation,copenhagen,2003
tuborg brewery,consumer goods,brewers,fredericia,1873
united shipping & trading company,industrials,marine transportation,middelfart,1876
velux,industrials,building materials & fixtures,hrsholm,1941
vestas,industrials,industrial machinery,aarhus,1945
welltec,oil & gas,oil equipment & services,allerd,1994
widex,health care,medical equipment,lynge,1956
william demant,health care,health care providers,ledje-smrum,1904
zentropa,consumer services,broadcasting & entertainment,hvidovre,1992
aero vodochody,industrials,aerospace,odolena voda,1919
ahold czech republic,consumer services,food retailers & wholesalers,prague,1991
asix sro,industrials,electronic equipment,prague,1991
avast,technology,software,prague,1988
barrandov studios,consumer services,broadcasting & entertainment,prague,1921
budweiser bier burgerbrau,consumer goods,brewers,ceske budejovice,1795
budweiser budvar brewery,consumer goods,brewers,ceske budejovice,1785
ceska posta,industrials,delivery services,prague,1918
ceska sporitelna,financials,banks,prague,1825
ceska zbrojovka firearms,industrials,defense,uhersky brod,1936
ceske drahy,industrials,railroads,prague,2003
ceske radiokomunikace,telecommunications,fixed line telecommunications,prague,1963
ceskoslovenska obchodni banka,financials,banks,prague,1964
cetin,telecommunications,fixed line telecommunications,prague,2015
cinema city czech republic,consumer services,recreational services,prague,1999
ckd,industrials,commercial vehicles & trucks,prague,1927
cs link,telecommunications,mobile telecommunications,prague,2006
czech airlines,consumer services,airlines,prague,1923
czech national bank,financials,banks,prague,1919
dominant cz,consumer goods,farming & fishing,studenec,1989
indies records,consumer services,broadcasting & entertainment,brno,1990
jablotron,consumer goods,consumer electronics,jablonec nad nisou,1990
jan becher,consumer goods,distillers & vintners,karlovy vary,1807
jihostroj,industrials,aerospace,velesin,1919
josef lidl,consumer goods,recreational products,brno,1892
kaden models,consumer goods,toys,novy hradek,1950
kenvelo,consumer services,apparel retailers,prague,1991
kofola,consumer goods,soft drinks,ostrava,1960
komercni banka,financials,banks,prague,1990
leo express,industrials,railroads,prague,2010
liaz,industrials,commercial vehicles & trucks,jablonec nad nisou,1951
mafra,consumer services,publishing,prague,1992
meopta,industrials,electronic equipment,prerov,1933
metrostav,industrials,heavy construction,prague,1971
moser,consumer goods,furnishings,karlovy vary,1857
o2 czech republic,telecommunications,telecommunications,prague,2006
okd,basic materials,coal,ostrava,1952
petrof,consumer goods,recreational products,hradec kralove,1864
pilsner urquell brewery,consumer goods,brewers,plzen,1842
preciosa,consumer goods,furnishings,jablonec nad nisou,1948
racom,consumer goods,consumer electronics,nove mesto na morave,1989
red hat czech,technology,software,brno,2006
royal brewery of krusovice,consumer goods,brewers,krusovice,1581
rudolf kampf,consumer goods,furnishings,nove sedlo,1907
skoda transportation,industrials,commercial vehicles & trucks,plzen,1995
skoda works,industrials,diversified industrials,plzen,1859
skylink,telecommunications,mobile telecommunications,prague,2007
student agency,consumer services,travel & tourism,brno,1996
supraphon,consumer services,broadcasting & entertainment,prague,1932
tatra,industrials,commercial vehicles & trucks,koprivnice,1850
telekom austria czech republic,telecommunications,fixed line telecommunications,prague,1995
toyota peugeot citroen automobile czech,consumer goods,automobiles,kolin,2002
trinec iron and steel works,basic materials,iron & steel,trinec,1836
unicredit bank czech republic and slovakia,financials,banks,prague,2006
via chem group,basic materials,specialty chemicals,ceske budejovice,2002
vodafone czech republic,telecommunications,mobile telecommunications,prague,1982
walter aircraft engines,industrials,industrial machinery,prague,1911
zetor,industrials,commercial vehicles & trucks,brno,1946
zivnostenska banka,financials,banks,prague,1868
ac omonia,consumer services,sports,nicosia,1948
aek larnaca fc,consumer services,sports,larnaca,1994
ael fc,consumer services,sports,limassol,1930
allbiz,industrials,business support services,nicosia,1999
anorthosis fc,consumer services,sports,larnaca,1911
apoel bc,consumer services,sports,nicosia,1947
apoel fc,consumer services,sports,nicosia,1926
apoel vc,consumer services,sports,nicosia,1928
apollon limassol,consumer services,sports,limassol,1954
armida publications,consumer services,publishing,nicosia,1997
asbis,technology,computer hardware,limassol,1990
austrian lloyd ship management,industrials,marine transportation,limassol,1991
bank of cyprus,financials,banks,nicosia,1899
celestyal cruises,consumer services,travel & tourism,limassol,1986
central bank of cyprus,financials,banks,nicosia,1963
charlie airlines,consumer services,travel & leisure,larnaca,2016
cyprus broadcasting corporation,consumer services,broadcasting,nicosia,1953
cyprus civil aviation authority,consumer services,air traffic management,nicosia,1955
cyprus college,consumer services,education,nicosia,1961
cyprus college of art,consumer services,education,paphos,1969
cyprus development bank,financials,banks,nicosia,1963
cyprus institute of marketing,consumer services,education,nicosia,1978
cyprus int instit for environ & public health,technology,research,limassol,2004
cyprus internet exchange,telecommunications,fixed line telecom,nicosia,1999
cyprus mail,consumer services,publishing,nicosia,1945
cyprus mines corporation,basic materials,general mining,nicosia,1916
cyprus neuroscience and technology institute,technology,research,nicosia,1991
cyprus news agency,consumer services,media,nicosia,1976
cyprus ports authority,consumer services,ship traffic management,nicosia,1973
cyprus postal services,industrials,delivery services,nicosia,-
cyprus state fairs authority,consumer services,general retailers,nicosia,1968
cyprus stock exchange,financials,investment services,nicosia,1996
cyprus university of technology,consumer services,education,limassol,2004
cyprus weekly,consumer services,publishing,nicosia,1979
cyta,telecommunications,fixed line telecom,nicosia,1961
doxa katokopias fc,consumer services,sports,peristerona,1954
electricity authority of cyprus,utilities,conventional electricity,nicosia,1952
elias neocleous & co llc,consumer services,legal,limassol,2017
euroafrica interconnector,utilities,electricity,nicosia,2017
euroasia interconnector,utilities,electricity,nicosia,2010
european university cyprus,consumer services,education,nicosia,1961
financial mirror,consumer services,publishing,nicosia,1993
frederick university,consumer services,education,limassol,1965
joannou & paraskevaides,industrials,heavy construction,guernsey,1961
health insurance organisation,financials,full line insurance,nicosia,-
hellenic bank,financials,banks,nicosia,1976
imperio properties,financials,real estate development,limassol,2003
ironfx,financials,investment services,limassol,2010
keo,consumer goods,soft drinks,limassol,1927
larnaca international airport,consumer services,travel & leisure,larnaca,1975
leon beer,consumer goods,brewers,nicosia,1937
leptos estates,financials,real estate development,paphos,1960
lois builders,industrials,heavy construction,nicosia,1977
medochemie,health care,pharmaceuticals,limassol,1976
metro foods trading,consumer services,food retailers & wholesalers,nicosia,1982
moufflon publications,consumer services,publishing,nicosia,1967
neapolis university paphos,consumer services,education,paphos,2007
nova cyprus,consumer services,media,nicosia,2004
omega tv cyprus,consumer services,media,nicosia,1992
open university of cyprus,consumer services,education,nicosia,2002
pafos fc,consumer services,sports,pafos,2014
paphos general hospital,consumer services,health,paphos,1992
paphos international airport,consumer services,travel & leisure,paphos,2008
petrolina,oil & gas,exploration & production,larnaca,1959
pevex management,financials,investment services,nicosia,2008
port of limassol,industrials,industrial transportation,limassol,1956
primetel plc,telecommunications,fixed line telecom,nicosia,2003
rcb bank,financials,banks,limassol,1995
rusal,basic materials,industrial metals & mining,nicosia,2007
sat-7,consumer services,broadcasting & entertainment,nicosia,1995
telepassport telecommunications,telecommunications,fixed line telecom,nicosia,2002
the american heart institute,consumer services,health,strovolos,1999
the cyprus institute,technology,research,nicosia,2005
the muscular dystropy research foundation,technology,research,nicosia,1987
the cyprus institute of neurology and genetics,technology,research,nicosia,1990
tsokkos,consumer services,hospitality,ayia napa,1979
tus airways,consumer services,travel & leisure,larnaca,2015
universal life,financials,life insurance,nicosia,1970
university of cyprus,consumer services,education,nicosia,1989
university of nicosia,consumer services,education,nicosia,1980
wargaming,technology,software,nicosia,1998
woolworths,consumer services,broadline retailers,nicosia,1950
xhamster,technology,software,nicosia,2007
3 maj,industrials,commercial vehicles & trucks,rijeka,1892
3lhd,industrials,business support services,zagreb,1994
a1 hrvatska,telecommunications,mobile telecommunications,zagreb,1999
lng hrvatska,oil & gas,exploration & production,omisalj,2013
adriatic croatia international club,consumer services,travel & tourism,opatija,1983
adris grupa,consumer goods,tobacco,rovinj,2003
agrokor,consumer goods,food products,zagreb,1976
aquarius records,consumer services,broadcasting & entertainment,zagreb,1995
atlantic grupa,consumer goods,food products,zagreb,1991
atlantska plovidba,industrials,marine transportation,dubrovnik,1955
badel 1862,consumer goods,distillers & vintners,zagreb,1862
biognost,health care,pharmaceuticals,zagreb,1990
blue line international,industrials,marine transportation,split,2003
bonbon,telecommunications,mobile telecommunications,zagreb,2010
brodosplit,industrials,commercial vehicles & trucks,split,1922
cakovecki mlinovi,consumer goods,food products,cakovec,1893
carlsberg croatia,consumer goods,brewers,koprivnica,2004
cedevita,consumer goods,soft drinks,zagreb,1929
croatia airlines,consumer services,airlines,zagreb,1989
croatia film,consumer services,broadcasting & entertainment,zagreb,1946
croatia osiguranje,financials,full line insurance,zagreb,1884
croatia records,consumer services,broadcasting & entertainment,zagreb,1947
croatian national bank,financials,banks,zagreb,1990
croatian radiotelevision,consumer services,broadcasting & entertainment,zagreb,1926
croatian railways,industrials,railroads,zagreb,1991
croteam,technology,software,zagreb,1993
crotram,industrials,commercial vehicles & trucks,zagreb,1994
dalekovod,industrials,electrical components & equipment,zagreb,1949
dallas records,consumer services,broadcasting & entertainment,zagreb,1994
digitron,industrials,electronic equipment,buje,1971
dok-ing,industrials,diversified industrials,zagreb,1992
uro akovic,industrials,diversified industrials,slavonski brod,1991
ericsson nikola tesla,telecommunications,mobile telecommunications,zagreb,1949
european coastal airlines,consumer services,airlines,split,2000
fortenova group,consumer goods,food products,zagreb,2019
franck,consumer goods,soft drinks,zagreb,1892
geofoto,technology,software,zagreb,1993
hanza media,consumer services,publishing,zagreb,1990
hit records,consumer services,broadcasting & entertainment,zagreb,2003
honigsberg & deutsch,industrials,business support services,zagreb,1889
hrvatska elektroprivreda,utilities,conventional electricity,zagreb,1895
hrvatska posta,industrials,delivery services,zagreb,1999
hrvatska postanska banka,financials,banks,zagreb,1991
hrvatske autoceste,industrials,transportation services,zagreb,2001
hrvatski telekom,telecommunications,fixed line telecommunications,zagreb,1998
hs produkt,industrials,defense,ozalj,1991
in2,technology,software,zagreb,1992
ina,oil & gas,exploration & production,zagreb,1964
infobip,technology,software,vodnjan,2006
ingra,industrials,heavy construction,zagreb,1955
institut igh,industrials,heavy construction,zagreb,1949
iskon internet,technology,internet,zagreb,1997
jadran film,consumer services,broadcasting & entertainment,zagreb,1946
jadranski naftovod,oil & gas,pipelines,zagreb,1974
jadrolinija,industrials,marine transportation,rijeka,1947
jamnica,consumer goods,soft drinks,zagreb,1828
jugoton,consumer services,broadcasting & entertainment,zagreb,1947
karlovacka pivovara,consumer goods,brewers,karlovac,1854
kandit,consumer goods,food products,osijek,1920
koestlin,consumer goods,food products,bjelovar,1905
koncar group,industrials,electronic equipment,zagreb,1921
konstruktor-split,industrials,heavy construction,split,1945
konzum,consumer services,food retailers & wholesalers,zagreb,1957
kraljevica shipyard,industrials,commercial vehicles & trucks,kraljevica,1729
kras,consumer goods,food products,zagreb,1950
ledo,consumer goods,food products,zagreb,1958
luka ploce,industrials,transportation services,ploce,1952
matica hrvatska,consumer services,publishing,zagreb,1842
menart records,consumer services,broadcasting & entertainment,zagreb,1994
narodni trgovacki lanac,consumer services,broadline retailers,zagreb,2008
odasiljaci i veze,technology,internet,zagreb,2001
petrokemija,basic materials,commodity chemicals,kutina,1968
pivovara licanka,consumer goods,brewers,gospic,1997
plinacro,utilities,gas distribution,zagreb,2001
pliva,health care,pharmaceuticals,zagreb,1921
plovput,industrials,transportation services,split,1992
podravka,consumer goods,food products,koprivnica,1934
primorska banka,financials,banks,rijeka,2001
privredna banka zagreb,financials,banks,zagreb,1966
rimac automobili,consumer goods,automobiles,sveta nedelja,2009
riz,industrials,electronic equipment,zagreb,1948
skolska knjiga,consumer services,publishing,zagreb,1950
sljeme,consumer goods,durable household products,zagreb,1921
splitska banka,financials,banks,split,1965
suzy,consumer services,broadcasting & entertainment,zagreb,1972
tehnika,industrials,business support services,zagreb,1947
tomato,telecommunications,mobile telecommunications,zagreb,2006
toz penkala,consumer goods,nondurable household products,zagreb,1937
trade air,consumer services,airlines,zagreb,1994
tzv gredelj,industrials,commercial vehicles & trucks,zagreb,1894
uljanik,industrials,commercial vehicles & trucks,pula,1856
vbz,consumer services,publishing,zagreb,1991
viadukt,industrials,transportation services,zagreb,1947
viktor lenac shipyard,industrials,commercial vehicles & trucks,rijeka,1896
vindija,consumer goods,food products,varazdin,1959
viro,consumer goods,food products,virovitica,2002
zagreb film,consumer services,broadcasting & entertainment,zagreb,1953
zagreb stock exchange,financials,financial services,zagreb,1991
zagrebacka banka,financials,banks,zagreb,1914
zagrebacka pivovara,consumer goods,brewers,zagreb,1892
zagrebacki elektricni tramvaj,industrials,transportation services,zagreb,1891
air via,consumer services,airlines,sofia,1990
ariana brewery,consumer goods,brewers,sofia,1884
armimex,industrials,defense,sofia,1992
arsenal ad,industrials,defense,kazanlak,1878
asarel medet,basic materials,nonferrous metals,panagyurishte,1964
astika brewery,consumer goods,brewers,pazardzhik,1980
aukrobg,consumer services,broadline retailers,sofia,2007
balkanstroy,industrials,construction & materials,sofia,1994
balkantourist,consumer services,travel & tourism,sofia,1948
balkanton,consumer services,record label,sofia,1952
bh air,consumer services,airlines,sofia,2001
black sea studios,technology,software,sofia,2001
blizoo,telecommunications,fixed line telecommunications,sofia,2010
bulgaria air,consumer services,airlines,sofia,2002
bulgarian agricultural and commercial bank,financials,banks,sofia,1969
bulgarian air charter,consumer services,airlines,sofia,2000
bulgarian development bank,financials,banks,sofia,1999
bulgarian energy holding,oil & gas,exploration & production,sofia,2008
bulgarian national bank,financials,banks,sofia,1879
bulgarian postbank,financials,banks,sofia,1991
bulgarian posts,industrials,delivery services,sofia,1879
bulgarian state railways,industrials,railroads,sofia,1885
bulgartabac,consumer goods,tobacco,sofia,1947
cargoair,industrials,delivery services,sofia,2007
central cooperative bank,financials,banks,sofia,1991
chimimport,conglomerates,-,sofia,1947
corecom,consumer services,specialty retailers,sofia,1960
cumerio med,basic materials,nonferrous metals,pirdop,1932
diema,consumer services,broadcasting & entertainment,sofia,1999
dsk bank,financials,banks,sofia,1951
dzi,financials,full line insurance,sofia,1946
economedia,consumer services,publishing,sofia,1993
egmont bulgaria,consumer services,publishing,sofia,1991
era,consumer services,publishing,sofia,1996
eurofootball,consumer services,gambling,sofia,1990
fantastico,consumer services,food retailers & wholesalers,sofia,1991
first investment bank,financials,banks,sofia,1993
girdap,financials,banks,ruse,1881
haemimont games,technology,software,sofia,1997
heli air services,consumer services,airlines,sofia,1990
hotel rodina,consumer services,hotels,sofia,1979
hvb bank biochim,financials,banks,sofia,1986
kamenitza,consumer goods,brewers,plovdiv,1881
karlsberg bulgaria ad,consumer goods,brewers,shumen,2002
kino nova,consumer services,broadcasting & entertainment,sofia,2011
kintex,industrials,defense,sofia,1966
kremikovtzi ad,basic materials,iron & steel,sofia,1963
m3 communications group inc,consumer services,broadcasting & entertainment,sofia,1994
maxeurope,consumer goods,recreational products,plovdiv,1996
mtel,telecommunications,mobile telecommunications,sofia,1994
multigroup,conglomerates,-,sofia,1989
navibulgar,industrials,marine transportation,varna,1892
lukoil neftochim burgas,oil & gas,exploration & production,burgas,1961
nek ead,utilities,conventional electricity,sofia,1991
neterra,telecommunications,fixed line telecommunications,sofia,1996
nimero,technology,software,sofia,2009
ontotext,technology,software,sofia,2000
overgas,oil & gas,pipelines,sofia,1991
petrol ad,oil & gas,pipelines,sofia,1932
pirinsko pivo,consumer goods,brewers,blagoevgrad,1969
prista oil,basic materials,specialty chemicals,ruse,1993
prosveta publishing house,consumer services,publishing,sofia,1945
raiffeisen bulgaria,financials,banks,sofia,1994
sucreries raffineries bulgares,consumer goods,food products,sofia,1897
technomarket,consumer services,consumer electronics,sofia,1992
telenor bulgaria,telecommunications,mobile telecommunications,sofia,2001
terem,industrials,defense,sofia,1963
texim bank,financials,banks,sofia,1992
unicredit bulbank,financials,banks,sofia,1964
unionbank,financials,banks,sofia,1991
united bulgarian bank,financials,banks,sofia,1992
varna shipyard,industrials,shipbuilding,varna,1907
vitta foods,consumer goods,food products,svilengrad,2006
vivacom,telecommunications,fixed line telecommunications,sofia,1992
vrz karlovo,industrials,commercial vehicles & trucks,karlovo,1964
abelag aviation,consumer services,airlines,zaventem,1964
ablynx,health care,biotechnology,ghent,2001
ackermans & van haaren,conglomerates,-,antwerp,1876
af compressors,industrials,industrial engineering,liege,1870
ag real estate,financials,real estate holding and development,brussels,1824
ageas,financials,consumer finance,brussels,1990
agfa-gevaert,technology,computer services,mortsel,1867
agoria,industrials,business support services,brussels,1946
aim productions,technology,computer services,hove,1994
alpro,consumer goods,food products,ghent,1980
anheuser-busch inbev,consumer goods,brewers,leuven,2008
antwerp water works,utilities,water,antwerp,1880
aquafin,utilities,water,antwerp,1990
asl airlines belgium,industrials,delivery services,liege,1999
associated weavers,consumer goods,clothing and accessories,ronse,1964
aveve,consumer goods,farming and fishing,aalter,1890
aviapartner,industrials,delivery services,brussels,1949
barco,technology,computer hardware,kortrijk,1934
base,industrials,business support services,brussels,1993
beaulieu international group,consumer goods,clothing and accessories,wielsbeke,1959
befimmo,financials,real estate holding and development,brussels,1995
bekaert,basic materials,specialty chemicals,kortrijk,1880
belgian beer cafe,consumer services,restaurants and bars,leuven,1998
belgian investment company for developing countries,financials,specialty finance,brussels,2001
bpost,industrials,delivery services,brussels,2000
brussels airlines,consumer services,airlines,brussels,2006
brussels regional investment company,financials,specialty finance,brussels,1984
cockerill sambre,basic materials,iron and steel,seraing,1817
carmeuse,basic materials,general mining,louvain-la-neuve,1860
cartamundi,consumer goods,toys,turnhout,1970
cavalier chocolate,consumer goods,food products,eeklo,1996
claeys,industrials,commercial vehicles and trucks,zedelgem,1906
cofinimmo,financials,real estate services,brussels,1983
colruyt group,consumer services,food retailers and wholesalers,halle,1925
compagnie maritime belge,industrials,marine transportation,antwerp,1895
confiserie roodthooft,consumer goods,food products,antwerp,1925
de lijn,consumer services,travel and tourism,mechelen,1991
deceuninck,basic materials,commodity chemicals,hooglede,1937
delhaize group,consumer goods,food products,brussels,1867
deme,industrials,heavy construction,zwijndrecht,1991
d'ieteren,consumer services,specialized consumer services,brussels,1805
domo group,consumer goods,clothing and accessories,ghent,1992
ecover,consumer goods,nondurable household products,malle,1979
effortel,financials,financial services,brussels,2005
etap lighting,consumer goods,building materials and fixtures,malle,1949
eurogentec,health care,biotechnology,seraing,1985
evs broadcast equipment,technology,telecommunications equipment,liege,1994
ferranti computer systems,technology,computer hardware,antwerp,1976
fluxys,oil and gas,exploration and production,brussels,2001
forrest group,basic materials,general mining,wavre,1922
gimv,financials,equity investment instruments,brussels,1980
godiva chocolatier,consumer goods,food products,brussels,1926
group joos,consumer services,publishing,turnhout,1935
groupe bruxelles lambert,industrials,diversified industrials,brussels,1902
guylian,consumer goods,food products,sint-niklaas,1960
imec,technology,computer services,leuven,1984
imperia automobiles,consumer goods,automobiles,liege,1906
innogenetics,health care,biotechnology,ghent,1985
jan de nul,industrials,building materials and fixtures,aalst,1938
janssen pharmaceutica,health care,pharmaceuticals,beerse,1953
jonckheere,industrials,commercial vehicles and trucks,roeselare,1881
katoen natie,industrials,delivery services,antwerp,1854
kbc bank,financials,banks,brussels,1985
keytrade bank,financials,investment services,brussels,1998
kinepolis,consumer services,recreational services,ghent,1997
larian studios,technology,software,ghent,1996
libeco-lagae,consumer goods,clothing and accessories,meulebeke,1997
louis delhaize group,consumer services,food retailers and wholesalers,charleroi,1875
luciad nv,technology,computer services,leuven,1999
materialise nv,technology,computer services,leuven,1990
metallo-chimique,basic materials,nonferrous metals,beerse,1919
mutoh europe nv,consumer goods,consumer electronics,ostend,1990
namahn,industrials,business support services,brussels,1987
national railway company of belgium,consumer services,rail transport,brussels,1926
compagnie nationale a portefeuille,industrials,diversified industrials,gerpinnes,1981
nyrstar,basic materials,general mining,balen,2007
option nv,technology,computer hardware,leuven,1986
proost,consumer services,publishing,turnhout,1913
proximus,telecommunications,mobile telecommunications,brussels,1994
proximus group,telecommunications,fixed line telecommunications,brussels,1930
regional investment company of wallonia,financials,investment services,liege,1979
reynaers aluminium,basic materials,aluminum,duffel,1965
rhj international,financials,asset managers,brussels,1786
ridley bikes,consumer goods,recreational products,paal,1997
saluc,consumer goods,recreational products,peruwelz,1923
septentrio,consumer goods,consumer electronics,leuven,2000
seyntex,consumer goods,clothing and accessories,oostrozebeke,1908
skytech,industrials,aerospace,brussels,1989
sofina,financials,equity investment instruments,brussels,1898
solvay sa,basic materials,specialty chemicals,brussels,1863
soudal,basic materials,specialty chemicals,turnhout,1966
sugar refinery of tienen,consumer goods,food products,tienen,1836
telenet,telecommunications,fixed line telecommunications,mechelen,1996
teleroute,industrials,delivery services,brussels,1985
thermote & vanhalst,industrials,commercial vehicles and trucks,waregem,1969
thomas cook airlines belgium,consumer services,airlines,zaventem,2001
tibotec,health care,pharmaceuticals,mechelen,1994
tigenix,health care,biotechnology,leuven,2000
tractebel,industrials,business support services,brussels,1986
truvo,industrials,business support services,antwerp,1968
tuifly belgium,consumer services,airlines,zaventem,2003
ucb,health care,pharmaceuticals,brussels,1928
umedia,consumer services,broadcasting and entertainment,brussels,2010
umicore,basic materials,general mining,brussels,1989
unibind,industrials,containers and packaging,brussels,1939
union miniere du haut katanga,basic materials,general mining,brussels,1906
van genechten packaging,industrials,containers and packaging,turnhout,1833
van hool,industrials,commercial vehicles and trucks,koningshooikt,1947
vanbreda international,financials,life insurance,antwerp,1937
vanparys,consumer goods,food products,brussels,1889
velleman,industrials,electronic equipment,gavere,1975
vincotte,industrials,business support services,brussels,1873
vlm airlines,consumer services,airlines,antwerp,1992
volvo car gent,consumer goods,automobiles,ghent,1965
walloon sme finance and guarantee company,financials,specialty finance,liege,2002
zetes,technology,technology hardware,brussels,1984
agrana,consumer goods,food products,vienna,1988
pewag group,industrials,industrial machinery,klagenfurt,1479
aht cooling systems,industrials,electronic equipment,rottenmann,1983
ammerer bed company,consumer goods,durable household products,ried im innkreis,1763
aag,technology,semiconductors,premstatten,1981
andritz,industrials,industrial machinery,graz,1852
atomic skis,consumer goods,recreational products,altenmarkt im pongau,1955
augarten porcelain,consumer goods,durable household products,vienna,1923
amag austria metall ag,industrials,diversified industrials,braunau am inn,1938
austria wirtschaftsservice gesellschaft,financials,banks,vienna,1954
austrian airlines,consumer services,airlines,schwechat,1957
b&r,industrials,electronic equipment,eggelsberg,1979
bank austria,financials,banks,vienna,1855
baumax,consumer services,home improvement retailers,klosterneuburg,1976
bawag,financials,banks,vienna,1922
bene ag,consumer goods,furnishings,waidhofen an der ybbs,1790
bestattung wien,consumer services,specialized consumer services,vienna,1907
billa,consumer services,food retailers & wholesalers,wiener neudorf,1953
bohler-uddeholm,basic materials,iron & steel,vienna,1991
borealis,basic materials,commodity chemicals,vienna,1994
bosendorfer,consumer goods,recreational products,vienna,1828
bundesimmobiliengesellschaft,financials,real estate holding & development,vienna,1992
cineplexx cinemas,consumer services,recreational services,vienna,1993
cisc semiconductor,technology,semiconductors,klagenfurt,1999
delfortgroup,basic materials,paper,traun,2006
dependeq,industrials,business support services,vienna,1999
diamond aircraft industries,consumer goods,aerospace,wiener neustadt,1981
doka group,industrials,heavy construction,amstetten,1868
doppelmayr garaventa group,consumer goods,recreational products,wolfurt,1892
dorotheum,consumer services,specialized consumer services,vienna,1707
erste bank,financials,banks,vienna,2008
fabasoft,technology,software,linz,1988
fischer,consumer goods,recreational products,ried im innkreis,1924
frequentis,technology,telecommunications equipment,vienna,1947
ge jenbacher,industrials,industrial machinery,jenbach,1959
gericom,technology,computer hardware,linz,1990
gessler,consumer goods,distillers & vintners,vienna,1777
glock gesmbh,industrials,defense,deutsch-wagram,1963
goldscheider ceramics,consumer goods,durable household products,vienna,1885
julius blum,consumer goods,furnishings,hochst,1952
julius meinl,consumer goods,beverages,vienna,1862
kapsch,technology,telecommunications equipment,vienna,1892
kika,consumer goods,furnishings,vienna,1973
kores,consumer goods,nondurable household products,vienna,1887
ktm,consumer goods,automobiles,mattighofen,1934
lenzing ag,basic materials,commodity chemicals,lenzing,1938
loblich & co,industrials,industrial machinery,vienna,1738
lyoness,consumer services,specialized consumer services,graz,2003
magna steyr,consumer goods,automobiles,graz,2001
mayr-melnhof,industrials,containers & packaging,vienna,1950
neumann international,industrials,business training & employment agencies,vienna,1971
niki,consumer services,airlines,schwechat,2003
noctua,consumer goods,computer hardware,vienna,2005
oaf,consumer goods,automobiles,floridsdorf,1907
obb,industrials,railroads,vienna,1923
omv,oil & gas,exploration & production,vienna,1956
onepharm,health care,biotechnology,vienna,2005
osterreichische industrieholding ag,financials,asset managers,vienna,1967
osterreichische post,logistics,delivery services,vienna,1999
palfinger,industrials,commercial vehicles & trucks,salzburg,1932
pfanner,consumer goods,beverages,lauterach,1856
piatnik & sohne,consumer goods,recreational products,vienna,1824
plansee group,basic materials,commodity chemicals,breitenwang,1921
puch,consumer goods,automobiles,graz,1899
raiffeisen,financials,banks,vienna,1927
red bull gmbh,consumer goods,beverages,fuschl am see,1987
rhi ag,industrials,industrial suppliers,vienna,1834
rosenbauer,industrials,commercial vehicles & trucks,leonding,1866
rotax,industrials,auto components,gunskirchen,1920
runtastic,technology,software,pasching,2009
semperit,basic materials,commodity chemicals,vienna,1824
skidata,industrials,electronic equipment,grodig,1977
steyr mannlicher,industrials,defense,sankt ulrich bei steyr,1864
steyr motors gmbh,industrials,auto components,sankt ulrich bei steyr,2001
steyr tractor,consumer goods,automobiles,floridsdorf,1907
strabag,industrials,heavy construction,vienna,1835
stroh,consumer goods,distillers & vintners,klagenfurt,1832
swarovski,consumer goods,clothing & accessories,wattens,1895
taurob,robotics,autonomous robots,vienna,2010
telekom austria,telecommunications,fixed line telecommunications,vienna,1998
tourradar,consumer services,travel & tourism,vienna,2010
tushek&spigel supercars,consumer goods,automobiles,graz,2012
uniqa,financials,full line insurance,vienna,1922
verbund,utilities,alternative electricity,vienna,1947
vienna insurance group,financials,full line insurance,vienna,1824
voestalpine,basic materials,iron & steel,linz,1938
wienerberger,industrials,building materials & fixtures,vienna,1819
zumtobel lighting group,industrials,building materials & fixtures,dornbirn,1950

